youtube_id,description,total_languages,am,ar,az,bn,ca,cs,cy,da,de,el,en,es,et,eu,fa,fi,fr,ga,he,hi,hr,hu,hy,id,is,it,ja,jv,ka,km,kn,ko,ku,la,lt,lv,mg,mk,ml,mr,ms,mt,nb,ne,nl,no,or,pa,pl,pt,ro,ru,rw,si,sk,sl,sq,sr,sv,sw,ta,th,tl,tr,ug,uk,ur,vi,vo,xh,zh-cn,zh-tw
dJf5s0-KsPM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCcACf6enxM,"#JUNGWOO #MARK
#NCT #NCTU #BaggyJeans
#NCTU_BaggyJeans #GoldenAge
#NCT_GoldenAge #NCT127 #NCTDREAM
#WayV #NCT_DOJAEJUNG
#쇼음악중심 #으맠쩡심 #마크네수박농장",4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
__gCkerTRJY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocCo3jKj8yI,"현진의 #ChkChkBoom Challenge 🎯 w/ #이준호 #LEEJUNHO 선배님!🐧 #StrayKids #스트레이키즈 #ATE

Listen to ""ATE"" now🥠
https://Stray-Kids.lnk.to/ATE

Listen to ""Chk Chk Boom (Remixes)"" now💥
https://Stray-Kids.lnk.to/ChkChkBoomRemixes

Stray Kids ""ATE""
iTunes & Apple Music: https://Stray-Kids.lnk.to/ATE/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ATE/Spotify

Stray Kids ""Chk Chk Boom (Remixes)"" 
iTunes & Apple Music: https://Stray-Kids.lnk.to/ChkChkBoomRemixes/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ChkChkBoomRemixes/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#현진 #Hyunjin
#ATE
#ChkChkBoom
#StrayKidsComeback
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",10,0,1,0,0,0,0,0,0,0,0,92,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
xw2ybzfOfLo,"NCT Official
http://www.youtube.com/nctsmtown
http://www.instagram.com/nct
http://www.tiktok.com/@official_nct
http://twitter.com/NCTsmtown
http://www.facebook.com/NCT.smtown

WayV Official
https://www.weibo.com/WeiShenV
https://www.youtube.com/wayv
https://www.instagram.com/wayvofficial
https://www.tiktok.com/@official_wayv
https://twitter.com/wayv_official
https://www.facebook.com/WayV.official

#YANGYANG #扬扬 #양양 
#NCT #WayV #威神V
#PLAYGROUND #BIRTHDAYPARTY #Behind",6,0,0,0,0,0,0,0,0,1,0,36,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KReeCbW8D6I,"[Light Jeans] 2024년 추석맞이 스몰 토크 🐰🌕 | NewJeans

ⓒ 2024 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
NewJeans TWITTER https://twitter.com/NewJeans_twt
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스
#NewJeans_is_Everywhere
#ADOR #어도어",7,1,0,0,0,0,0,0,0,0,0,69,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3Ym08pVITbg,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #COPENHAGEN #HIGHLIGHT #YG,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KhQ_xVxpqG8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4SEVu4_Ko0,"[CELEBRATION PARTY] 

BLACKPINK THE GAME OST, 'THE GIRLS' is finally released! 
Celebration party for 'THE GIRLS' with BLACKPINK members! 

Witness the members' unique personalities through their M/V reactions and the fierce competitions to get discounts for Producers! 

Don't miss the special coupon 
- a gift for all Producers watching the party! 
We like the party so much~ 


How to watch ‘THE GIRLS’ M/V in BLACKPINK World!

 1) Download BLACKPINK THE GAME! 
🎉 Free Download Now! 
Google Play: https://bit.ly/3m4EXAp 
App Store: https://apple.co/42WYgfL 

2) Clear Schedule until Chapter 1, Stage 7!

3) BLACKPINK World opens!! 

4) As soon as you enter BLACKPINK World, you can listen to ‘THE GIRLS’. 
You can watch the music video with other users on the big screen in front of the stage at the plaza! 

BLACKPINK THE GAME OST, 'THE GIRLS' 드디어 공개! 

블랙핑크 멤버들과 함께 하는 'THE GIRLS' 축하 파티! 
블랙핑크 멤버들의 개성이 살아 있는 M/V 리액션, 게임 아이템 할인을 걸고 펼치는 그들만의 치열한 게임
- 축하파티를 시청하는 모든 프로듀서님들을 위한 특별 쿠폰 혜택까지! 

이 파티 너무 좋잖아~ 


BLACKPINK WORLD에서 M/V 보는 방법!
 
1) BLACKPINK THE GAME 다운로드! 
🎉 지금 무료다운로드! 
Google Play: https://bit.ly/3m4EXAp 
App Store: https://apple.co/42WYgfL 

2) 스케줄 1-7 챕터까지 클리어! 

3) BLACKPINK WORLD 오픈!!!!!!!! 

4) BLACKPINK WORLD 입장하는 순간 'THE GIRLS' 음원을 감상할 수 있어요! 
M/V를 더 생생히 즐기고 싶다면, 광장 내 무대 앞 전광판에서 다른 유저들과 함께 감상 가능! 

#BPTG #BLACKPINK #블랙핑크 #블랙핑크더게임 #blackpink_the_game #bptg_in_your_area #THE_GIRLS #BLACKPINK_THE_GAME_OST",10,1,0,0,0,0,1,0,1,1,0,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
qPPWvnv1iDk,"🐰🐰💫 #ChkChkBoom #StrayKids #스트레이키즈 #ATE #리노 #LeeKnow #StrayKidsComeback #YouMakeStrayKidsStay

Listen to ""ATE"" now🥠
https://Stray-Kids.lnk.to/ATE

Stray Kids ""ATE""
iTunes & Apple Music: https://Stray-Kids.lnk.to/ATE/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ATE/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#리노 #LeeKnow
#ATE
#ChkChkBoom
#StrayKidsComeback
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",7,1,0,0,0,0,0,0,0,0,0,80,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FEJ-XTw83yI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wdpjkpU9vng,"KAI's 3rd mini album ""Rover"" is out!
Listen and download on your favorite platform: http://KAI.lnk.to/Rover

🏍 'Rover' MV https://youtu.be/zlTIextYnyQ

KAI Official
https://www.youtube.com/weareoneEXO
https://www.youtube.com/KAIyoutube
https://www.facebook.com/weareoneEXO
https://www.instagram.com/weareone.exo
https://twitter.com/weareoneEXO
https://www.tiktok.com/@weareone.exo_official

#KAI #카이
#EXO #엑소 #weareoneEXO
#Rover #KAI_Rover
#RoverChallenge
#BAEJINYOUNG #배진영
#CIX #씨아이엑스",6,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kMf9fvNIFS4,"[Light Jeans] ShinhanCard Behind 💳 | NewJeans

ⓒ 2024 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
NewJeans TWITTER https://twitter.com/NewJeans_twt
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스  
#Light_Jeans
#NewJeans_is_Everywhere",6,0,0,0,0,0,0,0,0,0,0,74,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IBH3DRaYdYA,"#슈가와취하는타임 #슈취타 #SUGA #슈가 
#이나영 #LeeNaYoung


Connect with BTS: 
https://ibighit.com/bts 
http://twitter.com/BTS_bighit
http://twitter.com/BTS_twt 
http://www.facebook.com/bangtan.official 
https://www.youtube.com/user/BANGTANTV 
http://instagram.com/BTS.bighitofficial 
https://channels.vlive.tv/FE619 
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
https://www.weibo.com/BTSmembers 
http://btsblog.ibighit.com",3,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3Ly4ENG0SE,"TEN's 1st mini album ""TEN"" is out!
Listen and download on your favorite platform: https://TEN.lnk.to/TEN

🧪 'Nightwalker' MV https://youtu.be/ri6FaIavnWA

TEN Official
http://www.youtube.com/nctsmtown
http://www.instagram.com/nct
http://www.tiktok.com/@official_nct
http://twitter.com/NCTsmtown
http://www.facebook.com/NCT.smtown

#TEN #李永钦 #텐 #Nightwalker
#NCT #WayV #威神V
#TEN_Nightwalker
#TEN_TEN #NCT_TEN_TEN",6,0,1,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CjkB699HuWM,"CHANYEOL's 1st mini album ""Black Out"" is out! 
Listen and download on your favorite platform: https://CHANYEOL.lnk.to/BlackOut

🖤 'Black Out' MV https://youtu.be/YI_AM-mFCNk

CHANYEOL Official
https://www.youtube.com/weareoneEXO
https://www.facebook.com/weareoneEXO
https://www.instagram.com/weareone.exo
https://twitter.com/weareoneEXO
https://www.tiktok.com/@weareone.exo_official

#CHANYEOL #찬열 #BlackOut 
#CHANYEOL_BlackOut
#EXO #엑소 #weareoneEXO",6,0,0,0,0,0,0,0,0,1,0,38,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAfrm5538_k,"[GOING SEVENTEEN] EP.103 LIAR LIAR #1

#SEVENTEEN #세븐틴
#GOING_SVT #고잉세븐틴",2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1LFWVEGpSk,"TWICE REALITY ""TIME TO TWICE"" TDOONG High School EP.01

Spotify https://TWICE.lnk.to/MOREANDMORE/spotify
Apple Music https://TWICE.lnk.to/MOREANDMORE/applemusic
iTunes https://TWICE.lnk.to/MOREANDMORE/itunes 
TWICE Official Shop https://TWICE.lnk.to/Shop 

TWICE Official YouTube: http://www.youtube.com/c/TWICE
TWICE Official Facebook: http://www.facebook.com/JYPETWICE
TWICE Official Twitter: http://www.twitter.com/JYPETWICE
TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM
TWICE Official Homepage: http://TWICE.jype.com
TWICE Official Fan's: http://fans.jype.com/TWICE

ⓒ 2020 JYP Entertainment. All Rights Reserved

#TWICE #TIMETOTWICE #TTT",5,0,0,0,0,0,0,0,0,1,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GTGdRFRabDo,"#현진 의 #락챌린지 #LALALALA_Challenge 🤘 w/ #ITZY #YEJI #예지 !🐉 #StrayKids #스트레이키즈 #Hyunjin #樂_STAR

Listen to ""樂-STAR"" now🤘
https://Stray-Kids.lnk.to/ROCK-STAR

Stray Kids ""樂-STAR""
iTunes & Apple Music: https://Stray-Kids.lnk.to/ROCK-STAR/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ROCK-STAR/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#현진 #Hyunjin
#樂_STAR #ROCK_STAR
#락 #樂 #LALALALA
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",10,0,0,0,0,0,0,0,0,2,0,59,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
7VedDYFzSPM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zS1jKIsAOmM,"NCT's 4th album 'Golden Age' is out now!
Listen and download on your favorite platform: https://nct.lnk.to/GoldenAge

👖 'Baggy Jeans' MV https://youtu.be/gvXsmI3Gdq8
🏆 'Golden Age' MV https://youtu.be/jZpr7hfeEVE

📅 US/CA Physical Release
➫ 2023.09.29

NCT Official
https://www.youtube.com/nctsmtown
https://www.instagram.com/nct/
https://www.tiktok.com/@official_nct
https://twitter.com/NCTsmtown
https://www.facebook.com/NCT.smtown

#NCT #GoldenAge #NCT_GoldenAge
#NCT127 #NCTDREAM #WayV
#NCT_DOJAEJUNG #NCTU
NCT U 'The BAT' Archiving Video ℗ SM Entertainment",7,0,1,0,0,0,0,0,0,4,0,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fxiGS3jAaco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OGtJXeH6LQ,"한(HAN), 승민(Seungmin) ""산소호흡기(Respirator)"" | [Stray Kids(스트레이 키즈) : SKZ-RECORD(슼즈 레코드)]

[Credits]
Lyrics by : 한 (3RACHA), 승민
Composed by : 한 (3RACHA), 승민, MarkAlong (adeMade), KKannu (adeMade)
Arranged by : MarkAlong (adeMade), KKannu (adeMade)
Original Publisher : JYP Publishing (KOMCA), (주)아이모엔터테인먼트

[HAN, Seungmin ""산소호흡기(Respirator)"" Lyrics]
아무 기댈 곳도 없던 내게
매일 두려움뿐이었던 네게
우리라는 같은 꿈이 생겼고
벅찬 한숨도 같이 내쉬어 줄 내가 있으니

모든 일들이 틀어져 버리고
주변에 압박감이 점점 쌓이고
실수가 고의처럼 되어 버려도
네 곁에는 언제나 항상 내가 있어
나도 네 곁이어야 숨 쉬어

숨이 아프게 뛰었었던 매일
가쁘게 쉬는 한숨이 아린 everyday
너의 가슴 한쪽이 시리게 저릴 때
내가 돼 주고 싶어 너의 산소 호흡기

한 치 앞도 그림자에 덮인 내일
잠이 안 드는 밤이 많아질 때
일찍 어른이 되어 버린 너에게
내가 돼 주고 싶어 너의 산소 호흡기

숨이 턱 끝까지 차올라 (차올라)
눈 감았다 떠도 흐릿한 앞만 보일 때
We're not okay
그래도 같이 뛰어가자 내가 되어 줄게 oasis 

내게 맘껏 뱉어줘 네 숨결 (yeah)
느낄 때면 이 빈 트랙 위에 없던
멜로디도 떠올라서 돼 네 곁의 쉼표
세상 모두가 원망해도
I'll be always in your heart

모든 일들이 틀어져 버리고
주변에 압박감이 점점 쌓이고
실수가 고의처럼 되어 버려도
네 곁에는 언제나 항상 내가 있어
나도 네 곁이어야 숨 쉬어

숨이 아프게 뛰었었던 매일
가쁘게 쉬는 한숨이 아린 everyday
너의 가슴 한쪽이 시리게 저릴 때
내가 돼 주고 싶어 너의 산소 호흡기

한 치 앞도 그림자에 덮인 내일
잠이 안 드는 밤이 많아질 때
일찍 어른이 되어 버린 너에게
내가 돼 주고 싶어 너의 산소 호흡기

널 지금 당장이라도 꼭
안아 줄게 목이 메고
참은 눈물 맘껏 터뜨려도 돼
그 속에 잠긴대도

이르게 든 철이 무거워
어깨에 든 멍들이 보여
제일 초라한 모습마저 안아
네 곁에 있어 줄게 약속

매일
가쁘게 쉬는 한숨이 아린 everyday
너의 가슴 한쪽이 시리게 저릴 때
저릴 때 저릴 때

한 치 앞도 그림자에 덮인 내일
잠이 안 드는 밤이 많아질 때
일찍 어른이 되어 버린 너에게
내가 돼 주고 싶어 너의 산소 호흡기

Lalalala lalalala
Babe just hold my hand, hold my
Babe lalalala lalala
Babe just hold my hand, hold my

Sing like, lalalala lalala
Babe just hold my hand, hold my
Babe just, lalalala lalala
Babe just hold my hand, hold my

(Lalalala lalalala)
(Lalalala lalalala)

Listen to ""Lose My Breath (Feat. Charlie Puth)"" now🌊
https://Stray-Kids.lnk.to/LoseMyBreath

Listen to ""Lose My Breath (Remixes)"" now🩵
https://stray-kids.lnk.to/LoseMyBreathRemixes

Stray Kids ""Lose My Breath (Feat. Charlie Puth)""
iTunes & Apple Music: https://stray-kids.lnk.to/LoseMyBreath/AppleMusic
Spotify: https://stray-kids.lnk.to/LoseMyBreath/Spotify

Stray Kids ""Lose My Breath (Remixes)""
iTunes & Apple Music: https://stray-kids.lnk.to/LoseMyBreathRemixes/AppleMusic
Spotify: https://stray-kids.lnk.to/LoseMyBreathRemixes/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#SKZ_RECORD #슼즈레코드
#한 #HAN
#승민 #Seungmin
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",10,0,0,0,0,0,0,0,0,4,0,132,20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ihLXRuhaFqU,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wb2MKdcGcaQ,"[SPECIAL VIDEO] SEVENTEEN(세븐틴) - Flower

#SEVENTEEN #세븐틴 #Flower #DINO_Choreography

SEVENTEEN Official Homepage: http://www.seventeen-17.com
SEVENTEEN Official Facebook: https://www.facebook.com/seventeennews
SEVENTEEN Official Twitter: https://twitter.com/pledis_17
SEVENTEEN Official Instagram: http://www.instagram.com/saythename_17
SEVENTEEN Official Fancafe: http://cafe.daum.net/pledis-17",6,0,0,0,0,0,0,0,0,1,0,31,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KmfwvR1Xsc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPKiAdO8lg0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PsDRmVjhCoM,"TWICE REALITY ""TIME TO TWICE"" Y2K TDOONG SHOW TEASER

TWICE 11TH MINI ALBUM ""BETWEEN 1&2""

❣Listen ""BETWEEN 1&2"" HERE👇
https://TWICE.lnk.to/BETWEEN1and2

TWICE Official Shop: https://TWICE.lnk.to/Shop
TWICE Official YouTube: http://www.youtube.com/c/TWICE
TWICE Official Facebook: http://www.facebook.com/JYPETWICE
TWICE Official Twitter: http://www.twitter.com/JYPETWICE
TWICE Official TikTok https://www.tiktok.com/@twice_tiktok_...
TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM
TWICE Official Homepage: http://TWICE.jype.com
TWICE Official Fan's: http://fans.jype.com/TWICE

ⓒ 2022 JYP Entertainment. All Rights Reserved

#TWICE #TIMETOTWICE #TTT",5,0,0,0,0,0,0,0,0,0,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
YnoSTg2atPM,"Connect with BTS: 
https://ibighit.com/bts 
http://twitter.com/BTS_bighit
http://twitter.com/BTS_twt 
http://www.facebook.com/bangtan.official 
https://www.youtube.com/user/BANGTANTV 
http://instagram.com/BTS.bighitofficial 
https://channels.vlive.tv/FE619 
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
https://www.weibo.com/BTSmembers 
http://i.youku.com/btsofficial 
http://btsblog.ibighit.com",3,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYUvmffAKD0,"CHEN 첸 The 3rd Mini Album 〖사라지고 있어 (Last Scene)〗
➫2022.11.14 6PM (KST)

CHEN Official
https://www.youtube.com/weareoneEXO
https://www.facebook.com/weareoneEXO
https://www.instagram.com/weareone.exo
https://twitter.com/weareoneEXO
https://www.tiktok.com/@weareone.exo_official

#첸 #CHEN
#수호 #SUHO
#찬열 #CHANYEOL
#카이 #KAI
#세훈 #SEHUN
#시우민 #XIUMIN
#엑소 #EXO
#사라지고있어 #CHEN_사라지고있어
#CHEN_FM_엑뭉치음감회",6,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
