GPT4_TTR,Gemini_TTR
0.7142857142857143,0.5563380281690141
0.723404255319149,0.631578947368421
0.7183098591549296,0.6428571428571429
0.6491228070175439,0.6767676767676768
0.8604651162790697,0.9038461538461539
0.8695652173913043,0.7068965517241379
0.696969696969697,0.92
0.7733333333333333,0.717948717948718
0.7090909090909091,0.5243243243243243
0.9333333333333333,0.5636363636363636
0.82,0.9024390243902439
0.6666666666666666,0.6956521739130435
0.6914893617021277,0.6016260162601627
0.8367346938775511,0.7457627118644068
0.6973684210526315,0.6178343949044586
0.76,0.5681818181818182
0.9024390243902439,0.8260869565217391
0.67,0.5886524822695035
0.6060606060606061,0.9375
0.868421052631579,0.6691176470588235
0.8421052631578947,0.39035087719298245
0.7288135593220338,0.6666666666666666
0.7,0.7032967032967034
0.723404255319149,0.8636363636363636
0.8,0.6022099447513812
0.7142857142857143,0.37404580152671757
0.6865671641791045,0.574468085106383
0.8260869565217391,0.6981132075471698
0.8085106382978723,0.7102803738317757
0.6483516483516484,0.6825396825396826
0.8787878787878788,0.9047619047619048
0.7692307692307693,0.7464788732394366
0.759493670886076,1.0
0.7258064516129032,0.5754189944134078
0.6851851851851852,0.8620689655172413
0.6829268292682927,0.6236559139784946
0.7288135593220338,0.5375
0.7349397590361446,0.4175084175084175
0.6285714285714286,0.6054054054054054
0.7252747252747253,0.7916666666666666
0.7580645161290323,0.4642857142857143
0.896551724137931,0.6237623762376238
0.9,0.8809523809523809
0.8035714285714286,0.9130434782608695
0.6571428571428571,0.6404494382022472
0.6282051282051282,0.591304347826087
0.6981132075471698,0.5252918287937743
0.8095238095238095,0.7719298245614035
0.6915887850467289,0.5737704918032787
0.8524590163934426,0.44954128440366975
0.7428571428571429,1.0
0.7530864197530864,0.6196319018404908
0.6052631578947368,0.8333333333333334
0.6,0.5478260869565217
0.7258064516129032,0.4605809128630705
0.8,0.8653846153846154
0.803921568627451,0.547486033519553
0.7543859649122807,0.6372549019607843
0.6612903225806451,0.6190476190476191
0.6521739130434783,0.5804878048780487
0.7254901960784313,0.6260869565217392
0.6067415730337079,0.47735191637630664
0.6582278481012658,0.68125
0.7377049180327869,0.7160493827160493
0.684931506849315,0.5566666666666666
0.7547169811320755,0.875
0.6964285714285714,0.5666666666666667
0.7704918032786885,0.6050420168067226
0.8225806451612904,0.9230769230769231
0.8571428571428571,0.4449152542372881
0.7592592592592593,0.7021276595744681
0.8048780487804879,0.6888888888888889
0.6666666666666666,0.6515151515151515
0.8620689655172413,0.6330275229357798
0.6705882352941176,0.660377358490566
0.6847826086956522,0.5733333333333334
0.75,0.6216216216216216
0.8571428571428571,0.8571428571428571
0.8666666666666667,0.8214285714285714
0.8,0.90625
0.8035714285714286,0.6739130434782609
0.5294117647058824,0.4637223974763407
0.782608695652174,0.6666666666666666
0.8297872340425532,0.5833333333333334
0.8571428571428571,0.4825174825174825
0.6666666666666666,0.6666666666666666
0.7272727272727273,0.8235294117647058
0.8055555555555556,0.84
0.7428571428571429,0.4885245901639344
0.7692307692307693,0.75
0.8103448275862069,0.7007874015748031
0.7123287671232876,0.92
0.8421052631578947,0.8571428571428571
0.7884615384615384,0.6746987951807228
0.8363636363636363,0.5806451612903226
0.782608695652174,0.803921568627451
0.8214285714285714,0.819672131147541
0.7837837837837838,0.419672131147541
0.6811594202898551,0.9230769230769231
0.7386363636363636,0.8297872340425532
0.7294117647058823,0.6222222222222222
0.609375,0.5151515151515151
0.7236842105263158,0.5080645161290323
0.6829268292682927,0.4784172661870504
0.696969696969697,0.5544554455445545
0.8,0.45643153526970953
0.6947368421052632,0.4403409090909091
0.7037037037037037,0.492
0.8372093023255814,0.4899328859060403
0.6493506493506493,0.5205479452054794
0.7872340425531915,0.4007936507936508
0.7473684210526316,0.4258064516129032
0.8222222222222222,0.461864406779661
0.71875,0.4444444444444444
0.7397260273972602,0.41009463722397477
0.6557377049180327,0.4409937888198758
0.6923076923076923,0.5160142348754448
0.734375,0.4254545454545455
0.8260869565217391,0.3856332703213611
0.8392857142857143,0.40954773869346733
0.6896551724137931,0.4362017804154303
0.875,0.5263157894736842
0.6862745098039216,0.4931506849315068
0.7469879518072289,0.48148148148148145
0.7792207792207793,0.41421568627450983
0.7157894736842105,0.4121212121212121
0.6907216494845361,0.4676258992805755
0.6744186046511628,0.40225563909774437
0.7857142857142857,0.4377224199288256
0.6632653061224489,0.42032967032967034
0.7532467532467533,0.41338582677165353
0.6075949367088608,0.6470588235294118
0.6385542168674698,0.4486301369863014
0.6601941747572816,0.423841059602649
0.61,0.3876146788990826
0.7121212121212122,0.4194915254237288
0.6777777777777778,0.44200626959247646
0.6448598130841121,0.45604395604395603
0.7375,0.48909657320872274
0.8111111111111111,0.41114058355437666
0.6896551724137931,0.7115384615384616
0.6708860759493671,0.44402985074626866
0.7627118644067796,0.5230769230769231
0.660377358490566,0.42507645259938837
0.7087378640776699,0.43641618497109824
0.88,0.7924528301886793
0.6865671641791045,0.7285714285714285
0.8076923076923077,0.4613003095975232
