video_id,comment_id,author,author_channel_id,text,like_count,published_at,parent_id,reply_count
CK6PMi_ctSY,UgxE7MwMwoxVOVosSu94AaABAg,@gyungmikang,UCAqNPAfiUgxjx942AkO2-7Q,😂풍선이랑 정전기 놀이가 한참 재미있을 나이지😂,2,2025-02-18T00:26:55Z,,0
CK6PMi_ctSY,Ugz09W6IbhDPKlDmnOh4AaABAg,@이리와서안겨우리칠,UCUVz8ULPNv3z0Z-OMvJn2ZQ,띨롱아 오래오래 건강하고 행복해야한다~,2,2025-02-16T18:26:11Z,,0
CK6PMi_ctSY,UgwSIyIqdydK87umAsx4AaABAg,@ab__ong,UCl0cEpIlzPN-eMEcUXTl2yQ,아기왕자엿어 역시..,4,2024-12-20T10:35:41Z,,0
CK6PMi_ctSY,UgwLiz5nlnIh3Zn3NoR4AaABAg,@nyaliso3342,UC34vLYP2Ki-ng6UEs-Smy1w,❤❤❤❤,0,2024-11-20T12:09:50Z,,0
CK6PMi_ctSY,Ugy64nSY3BXMmUr7Pmp4AaABAg,@leiasouza992,UCU9_VQKYv3q_UeGZPSDdacw,😊❤❤,0,2024-11-13T00:51:13Z,,0
CK6PMi_ctSY,UgzNPaStdrD3ITGQPq94AaABAg,@-DelimaPutriSitompul,UCDdwRZMXPAA1bguTApKN-wA,Aww sayangkuu❤❤❤❤,5,2024-11-12T23:28:07Z,,0
CK6PMi_ctSY,UgxoiubEspE1_mlIrqh4AaABAg,@yuria87,UCLolG42bVt2rEW6_EiiJoKw,기요미💋💋💋,1,2024-11-12T22:25:58Z,,0
CK6PMi_ctSY,UgzPI2ZLfJVLrmdgruZ4AaABAg,@ゆもゆも,UChSVZxlk74iiAECxw0gKGkQ,❤,0,2024-11-12T19:40:01Z,,0
CK6PMi_ctSY,UgzHcI6r0cuwrThg0Hd4AaABAg,@phewjisim,UCbNn-_jHe1CxV3LFuqV4Ogw,아 너무   귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? 아 귀여워 .. 귀엽다 .. 너무 귀여운데 ? …💚💚,7,2024-11-12T18:42:35Z,,0
CK6PMi_ctSY,UgycQaTWzOBImSqWxNV4AaABAg,@VanessaSantos087,UCPPFkZphIG6RqcELleYIjhA,Maravilhoso,0,2024-11-12T17:50:28Z,,0
CK6PMi_ctSY,Ugyq2yBrXrjzn7nytMd4AaABAg,@IsabelSilvaMoreira,UCj8AzYzhBUY0jqSgBZfBvZA,😍😍😍😻😻😻💚❣️,0,2024-11-12T17:38:24Z,,0
CK6PMi_ctSY,UgzS3TaI9Qamw7702lZ4AaABAg,@후헤헹-q3r,UCzmHQDGT4dAGErnXYBzgyhQ,응원한다,1,2024-11-12T17:32:19Z,,0
CK6PMi_ctSY,Ugy2FTk00RrE_ntw8bh4AaABAg,@ayu_gyu,UCIKu4p3rLHSzPf5dBBQ_MPA,Is he trying to move the balloons with the air from his arm movement 😂 cutie,2,2024-11-12T17:24:24Z,,0
CK6PMi_ctSY,Ugyj0JYQ-4aQInlTMid4AaABAg,@twsyni,UCpSiopxzEDI3R6QcplUMyYA,하 진찌 와이리 귀야움,1,2024-11-12T15:00:32Z,,0
CK6PMi_ctSY,Ugx_xJgfBczq-geaOQd4AaABAg,@Sulam123-nw1re,UC-SZQK7aj70EgYJIha1ZREA,Aegiiiiiiiiii,0,2024-11-12T13:09:19Z,,0
CK6PMi_ctSY,UgyyVakjAaEsVEFNg-94AaABAg,@Sulam123-nw1re,UC-SZQK7aj70EgYJIha1ZREA,Bayiiiikkkkkkkkkk,0,2024-11-12T13:09:04Z,,0
CK6PMi_ctSY,Ugx9YIJ05m8SgkFC6zJ4AaABAg,@nadinaallyaa,UCFJaHU7NuT39Gd-j93jjbsg,sayangg💍💍💍💚💚💚,1,2024-11-12T13:03:02Z,,0
CK6PMi_ctSY,UgyUCumZG1kk9NeIKbJ4AaABAg,@ulove-fd3ub,UCdCqAXvhy6W0eBHdoplsrwA,이 짧은 18초 도영이모습에 행복해졋다🥰,2,2024-11-12T11:50:08Z,,0
CK6PMi_ctSY,UgzIHEoosq4BLggprHN4AaABAg,@Doyoung1004,UCbOdEKvhPW7cpk6YLEOZxjg,도영이 귀여웡,4,2024-11-12T11:18:03Z,,0
CK6PMi_ctSY,UgzdUkc4oarwXafkWON4AaABAg,@어흥-u6d,UCDp2eUEToiS0PrQNSXNh0Lw,하… 진짜 결혼하고 싶게 왜이래….,0,2024-11-12T10:35:52Z,,0
CK6PMi_ctSY,UgyedjQTl-Jb2G4eSiB4AaABAg,@northarea1203,UCeIZ7z1lHoXF0fso8pNl32Q,Saikou Kayo,0,2024-11-12T10:02:16Z,,0
CK6PMi_ctSY,Ugy9bcBn2sqQTBQe1Ah4AaABAg,@Doddoddoing,UCrASMOaqewpOKer8N64Ir0Q,"아니 애기냐고;;;
> 네",0,2024-11-12T09:40:45Z,,0
CK6PMi_ctSY,UgzCcbgV4v-f4pEtOOl4AaABAg,@oo_ing_ing,UCk1bx-ZnbVW_uUVybMWygMg,도영이 왜 이렇게 귀엽지ㅋㅋㅋㅋㅋ,2,2024-11-12T09:24:42Z,,0
CK6PMi_ctSY,Ugx-gdMJ8u7imV6cptt4AaABAg,@forddo_rab,UCEMXg_xwiMrQyULSGeBFzZg,딩초다,0,2024-11-12T08:46:25Z,,0
CK6PMi_ctSY,Ugyj5gf79GifaCR0_Wp4AaABAg,@Dyahayu-hp8lm,UCqv-_OpuoW4Vv3TbTH8SwDg,❤❤❤,0,2024-11-12T08:37:05Z,,0
CK6PMi_ctSY,UgxIKxpctf5bRrdzWad4AaABAg,@율무-p1q,UCTNAibJSyy-yqp8YJB-eLmg,서른핑 도영핑 너무귀엽핑,1,2024-11-12T08:30:13Z,,0
CK6PMi_ctSY,UgwNJYOy62GKDskpI154AaABAg,@동-y7f,UCFEaQ_a9jejM0Wf_5SRjlkQ,ㅋㅋㅋㅋㅋ 우리 도영이 너무 귀여워,3,2024-11-12T08:06:25Z,,0
CK6PMi_ctSY,UgyFW3hGQPDNtlFRdqp4AaABAg,@do0_sseuka,UCPaZ294TfW7TlA_rNMCc-1w,내년에 30이라는 게 안 믿긴다…,12,2024-11-12T07:55:24Z,,0
